species_number,adore_species_number,latin_name,resolved_name,ecotox_group,tax_group,n_records_field,n_records_adore,in_adore_processed,in_adore_public,in_phylo,in_deb
1130,,Anisoptera,Anisoptera,Insects/Spiders,other,1,0,0,0,0,0
4778,,Anisus vortex,Anisus vortex,Molluscs,other,1,0,0,0,0,0
4606,,Annelida,Annelida,Worms,other,1,0,0,0,0,0
576,,Anodonta cataracta,Anodonta cataracta,Molluscs,other,1,0,0,0,0,0
232,,Anodonta piscinalis,Anodonta piscinalis,Molluscs,other,1,0,0,0,0,0
2214,,Anomia ephippium,Anomia ephippium,Molluscs,other,1,0,0,0,0,0
16528,,Anonyx laticoxae,Anonyx laticoxae,Crustaceans,crusta,1,0,0,0,0,0
16950,,Anopheles balabacensis,Anopheles balabacensis,Insects/Spiders,other,1,0,0,0,0,0
18437,,Anopheles dirus,Anopheles dirus,Insects/Spiders,other,1,0,0,0,0,0
17739,,Anopheles maculatus,Anopheles maculatus,Insects/Spiders,other,1,0,0,0,0,0
29487,,Anopheles vagus,Anopheles vagus,Insects/Spiders,other,1,0,0,0,0,0
61837,,Anophryoides haemophila,Anophryoides haemophila,Other Invertebrates,other,1,0,0,0,0,0
791,,Anthopotamus myops,Anthopotamus myops,Insects/Spiders,other,1,0,0,0,0,0
4601,,Aphanocapsa sp.,Aphanocapsa sp.,Algae,algae,1,0,0,0,0,0
5588,,Aphelocheirus aestivalis,Aphelocheirus aestivalis,Insects/Spiders,other,1,0,0,0,0,0
5753,,Aphyosemion gardneri,Aphyosemion gardneri,Fish,fish,1,0,0,0,0,0
2213,,Aporrhais pespelecanis,Aporrhais pespelecanis,Molluscs,other,1,0,0,0,0,0
5404,,Arctopsyche ladogensis,Arctopsyche ladogensis,Insects/Spiders,other,1,0,0,0,0,0
804,,Argia apicalis,Argia apicalis,Insects/Spiders,other,1,0,0,0,0,0
4545,,Ascidiella aspersa,Ascidiella aspersa,Other Invertebrates,other,1,0,0,0,0,0
1939,,Ascidiella scabra,Ascidiella scabra,Other Invertebrates,other,1,0,0,0,0,0
871,,Asplanchna girodi,Asplanchna girodi,Other Invertebrates,other,1,0,0,0,0,0
9955,,Asplanchna sieboldi,Asplanchna sieboldi,Other Invertebrates,other,1,0,0,0,0,0
41792,,Baetis harrisoni,Baetis harrisoni,Insects/Spiders,other,1,0,0,0,0,0
794,,Baetisca lacustris,Baetisca lacustris,Insects/Spiders,other,1,0,0,0,0,0
5837,,Barentsia matsushimana,Barentsia matsushimana,Other Invertebrates,other,1,0,0,0,0,0
741,,Basiaeschna janata,Basiaeschna janata,Insects/Spiders,other,1,0,0,0,0,0
17253,,Belostoma flumineum,Belostoma flumineum,Insects/Spiders,other,1,0,0,0,0,0
1537,,Berosus sp.,Berosus sp.,Insects/Spiders,other,1,0,0,0,0,0
849,,Berosus styliferus,Berosus styliferus,Insects/Spiders,other,1,0,0,0,0,0
18436,,Bithynia siamensis ssp. siamensis,Bithynia siamensis ssp. siamensis,Molluscs,other,1,0,0,0,0,0
16529,,Boeckosimus sp.,Boeckosimus sp.,Crustaceans,crusta,1,0,0,0,0,0
883,,Brevoortia patronus,Brevoortia patronus,Fish,fish,1,0,0,0,0,0
32347,,Bufo arabicus,Bufo arabicus,Amphibians,other,1,0,0,0,0,0
7421,,Caecidotea intermedia,Caecidotea intermedia,Crustaceans,crusta,1,0,0,0,0,0
5251,,Caenis moesta,Caenis moesta,Insects/Spiders,other,1,0,0,0,0,0
16547,,Calanus hyperboreus,Calanus hyperboreus,Crustaceans,crusta,1,0,0,0,0,0
1717,,Calothrix braunii,Calothrix braunii,Algae,algae,1,0,0,0,0,0
1999,,Carteria sp.,Carteria sp.,Algae,algae,1,0,0,0,0,0
4405,,Cavinula variostriata,Cavinula variostriata,Algae,algae,1,0,0,0,0,0
31610,,Centrolene prosoblepon,Centrolene prosoblepon,Amphibians,other,1,0,0,0,0,0
11641,,Cephalopholis cruentata,Cephalopholis cruentata,Fish,fish,1,0,0,0,0,0
1002,,Cerastoderma glaucum,Cerastoderma glaucum,Molluscs,other,1,0,0,0,0,0
18223,,Chaetoceros ingolfianum,Chaetoceros ingolfianum,Algae,algae,1,0,0,0,0,0
18587,,Chaetocorophium lucasi,Chaetocorophium lucasi,Crustaceans,crusta,1,0,0,0,0,0
1565,,Chaetogaster diaphanus,Chaetogaster diaphanus,Worms,other,1,0,0,0,0,0
16527,,Chaetognatha,Chaetognatha,Worms,other,1,0,0,0,0,0
4743,,Chalcalburnus chalcoides,Chalcalburnus chalcoides,Fish,fish,1,0,0,0,0,0
17086,,Chamaesiphon polymorphus,Chamaesiphon polymorphus,Algae,algae,1,0,0,0,0,0
17092,,Chamaesiphon subglobosum,Chamaesiphon subglobosum,Algae,algae,1,0,0,0,0,0
10357,,Chimarra aterrima,Chimarra aterrima,Insects/Spiders,other,1,0,0,0,0,0
4556,,Chimarra marginata,Chimarra marginata,Insects/Spiders,other,1,0,0,0,0,0
16771,,Chironomus annularis,Chironomus annularis,Insects/Spiders,other,1,0,0,0,0,0
20266,,Chironomus maddeni,Chironomus maddeni,Insects/Spiders,other,1,0,0,0,0,0
56611,,Chitala ornata,Chitala ornata,Fish,fish,1,0,0,0,1,0
28877,,Chlamys farreri,Chlamys farreri,Molluscs,other,1,0,0,0,0,0
20352,,Chlorococcum littorale,Chlorococcum littorale,Algae,algae,1,0,0,0,0,0
626,,Chrysops carbonarius,Chrysops carbonarius,Insects/Spiders,other,1,0,0,0,0,0
7209,,Cichlidae,Cichlidae,Fish,fish,1,0,0,0,0,0
705,,Cipangopaludina japonica,Cipangopaludina japonica,Molluscs,other,1,0,0,0,0,0
9746,,Clariidae,Clariidae,Fish,fish,1,0,0,0,0,0
5883,,Clibanarius humilis,Clibanarius humilis,Crustaceans,crusta,1,0,0,0,0,0
2903,,Closterium lanceolatum,Closterium lanceolatum,Algae,algae,1,0,0,0,0,0
1576,,Clupeidae,Clupeidae,Fish,fish,1,0,0,0,0,0
16344,,Cochliobolus lunatus,Cochliobolus lunatus,Fungi,other,1,0,0,0,0,0
4384,,Coelastrum morus,Coelastrum morus,Algae,algae,1,0,0,0,0,0
5981,,Coenagrion puella,Coenagrion puella,Insects/Spiders,other,1,0,0,0,0,0
2636,,Conchostraca,Conchostraca,Crustaceans,crusta,1,0,0,0,0,0
1522,,Corisella decolor,Corisella decolor,Insects/Spiders,other,1,0,0,0,0,0
4837,,Corynoneura sp.,Corynoneura sp.,Insects/Spiders,other,1,0,0,0,0,0
547,,Cosmarium botrytis,Cosmarium botrytis,Algae,algae,1,0,0,0,0,0
16440,,Criconema sp.,Criconema sp.,Worms,other,1,0,0,0,0,0
4387,,Cryptomonas ovata,Cryptomonas ovata,Algae,algae,1,0,0,0,0,0
12074,,Ctenophora,Ctenophora,Other Invertebrates,other,1,0,0,0,0,0
1056,,Culex alpicalis,Culex alpicalis,Insects/Spiders,other,1,0,0,0,0,0
4650,,Culex gelidus,Culex gelidus,Insects/Spiders,other,1,0,0,0,0,0
18432,,Culex vishnui,Culex vishnui,Insects/Spiders,other,1,0,0,0,0,0
2460,,Cyanidium caldarium,Cyanidium caldarium,Algae,algae,1,0,0,0,0,0
5155,,Cyclopidae,Cyclopidae,Crustaceans,crusta,1,0,0,0,0,0
34354,,Cyclotella choctawhatcheeana,Cyclotella choctawhatcheeana,Algae,algae,1,0,0,0,0,0
1930,,Cylindrotheca sp.,Cylindrotheca sp.,Algae,algae,1,0,0,0,0,0
1508,,Cypricercus sp.,Cypricercus sp.,Crustaceans,crusta,1,0,0,0,0,0
1716,,Cyprinella whipplei,Cyprinella whipplei,Fish,fish,1,0,0,0,1,0
5215,,Cyprinus sp.,Cyprinus sp.,Fish,fish,1,0,0,0,0,0
48096,,Dadaya macrops,Dadaya macrops,Crustaceans,crusta,1,0,0,0,0,0
11871,,Daphniidae,Daphniidae,Crustaceans,crusta,1,0,0,0,0,0
31608,,Dendropsophus microcephalus,Dendropsophus microcephalus,Amphibians,other,1,0,0,0,0,0
31239,,Diacyclops disjunctus,Diacyclops disjunctus,Crustaceans,crusta,1,0,0,0,0,0
19233,,Diadema antillarum,Diadema antillarum,Other Invertebrates,other,1,0,0,0,0,0
11173,,Diaphanosoma birgei,Diaphanosoma birgei,Crustaceans,crusta,1,0,0,0,0,0
2675,,Diaphanosoma sp.,Diaphanosoma sp.,Crustaceans,crusta,1,0,0,0,0,0
16768,,Diaptomus castor,Diaptomus castor,Crustaceans,crusta,1,0,0,0,0,0
760,,Dictya sp.,Dictya sp.,Insects/Spiders,other,1,0,0,0,0,0
4560,,Didinium nasutum,Didinium nasutum,Other Invertebrates,other,1,0,0,0,0,0
756,,Didymops sp.,Didymops sp.,Insects/Spiders,other,1,0,0,0,0,0
777,,Diplectrona modesta,Diplectrona modesta,Insects/Spiders,other,1,0,0,0,0,0
7451,,Ditylenchus sp.,Ditylenchus sp.,Worms,other,1,0,0,0,0,0
16442,,Dolichorhynchus sp.,Dolichorhynchus sp.,Worms,other,1,0,0,0,0,0
23521,,Dreissena sp.,Dreissena sp.,Molluscs,other,1,0,0,0,0,0
119,,Drunella grandis ssp. grandis,Drunella grandis ssp. grandis,Insects/Spiders,other,1,0,0,0,0,0
5286,,Drunella sp.,Drunella sp.,Insects/Spiders,other,1,0,0,0,0,0
16534,,Drupa sp.,Drupa sp.,Molluscs,other,1,0,0,0,0,0
11775,,Dyspanopeus sayi,Dyspanopeus sayi,Crustaceans,crusta,1,0,0,0,0,0
10980,,Echinosphaerium sp.,Echinosphaerium sp.,Other Invertebrates,other,1,0,0,0,0,0
20335,,Echinostoma trivolvis,Echinostoma trivolvis,Worms,other,1,0,0,0,0,0
18270,,Echinostomatidae,Echinostomatidae,Worms,other,1,0,0,0,0,0
726,,Eichhornia sp.,Eichhornia sp.,"Flowers, Trees, Shrubs, Ferns",other,1,0,0,0,0,0
32093,,Elachistocleis bicolor,Elachistocleis bicolor,Amphibians,other,1,0,0,0,0,0
1209,,Elliptio sp.,Elliptio sp.,Molluscs,other,1,0,0,0,0,0
4561,,Enallagma aspersum,Enallagma aspersum,Insects/Spiders,other,1,0,0,0,0,0
5904,,Enchytraeus variatus,Enchytraeus variatus,Worms,other,1,0,0,0,0,0
9767,,Engraulidae,Engraulidae,Fish,fish,1,0,0,0,0,0
31605,,Engystomops pustulosus,Engystomops pustulosus,Amphibians,other,1,0,0,0,0,0
768,,Ensis minor,Ensis minor,Molluscs,other,1,0,0,0,0,0
1345,,Enteromorpha sp.,Enteromorpha sp.,Algae,algae,1,0,0,0,0,0
2741,,Ephemeridae,Ephemeridae,Insects/Spiders,other,1,0,0,0,0,0
5488,,Ephydra gracilis,Ephydra gracilis,Insects/Spiders,other,1,0,0,0,0,0
20378,,Epithemia adnata,Epithemia adnata,Algae,algae,1,0,0,0,0,0
187,,Eristalis sp.,Eristalis sp.,Insects/Spiders,other,1,0,0,0,0,0
21566,,Erpobdella sp.,Erpobdella sp.,Worms,other,1,0,0,0,0,0
2048,,Esocidae,Esocidae,Fish,fish,1,0,0,0,0,0
4420,,Euastrum verrucosum,Euastrum verrucosum,Algae,algae,1,0,0,0,0,0
10771,,Eucyclops serrulatus,Eucyclops serrulatus,Crustaceans,crusta,1,0,0,0,0,0
16770,,Eucypris virens,Eucypris virens,Crustaceans,crusta,1,0,0,0,0,0
1512,,Eudiaptomus graciloides,Eudiaptomus graciloides,Crustaceans,crusta,1,0,0,0,0,0
1524,,Eulimnadia sp.,Eulimnadia sp.,Crustaceans,crusta,1,0,0,0,0,0
11840,,Euplotes moebiusi,Euplotes moebiusi,Other Invertebrates,other,1,0,0,0,0,0
11988,,Eurycea bislineata,Eurycea bislineata,Amphibians,other,1,0,0,0,0,0
19427,,Euthraulus elegans,Euthraulus elegans,Insects/Spiders,other,1,0,0,0,0,0
16571,,Evasterias troschelii,Evasterias troschelii,Other Invertebrates,other,1,0,0,0,0,0
49912,,Farfantepenaeus aztecus,Penaeus aztecus,Crustaceans;Standard Test Species,crusta,1,0,0,0,1,0
19137,,Fejervarya limnocharis,Fejervarya limnocharis,Amphibians,other,1,0,0,0,0,0
18821,,Filinia longiseta,Filinia longiseta,Other Invertebrates,other,1,0,0,0,0,0
5401,,Fucus sp.,Fucus sp.,Algae,algae,1,0,0,0,0,0
458,,Fundulus sp.,Fundulus sp.,Fish,fish,1,0,0,0,0,0
20402,,Galaxea fascicularis,Galaxea fascicularis,Other Invertebrates,other,1,0,0,0,0,0
2966,,Galba truncatula,Galba truncatula,Molluscs,other,1,0,0,0,0,0
711,,Gammarus oceanicus,Gammarus oceanicus,Crustaceans,crusta,1,0,0,0,1,0
183,,Gerris lacustris,Gerris lacustris,Insects/Spiders,other,1,0,0,0,0,0
460,,Gerris remigis,Gerris remigis,Insects/Spiders,other,1,0,0,0,0,0
11842,,Glaucoma scintillans,Glaucoma scintillans,Other Invertebrates,other,1,0,0,0,0,0
30920,,Gloeocapsa crepidinum,Gloeocapsa crepidinum,Algae,algae,1,0,0,0,0,0
30921,,Gloeocapsa sanguinea,Gloeocapsa sanguinea,Algae,algae,1,0,0,0,0,0
30983,,Gloeocapsa sp.,Gloeocapsa sp.,Algae,algae,1,0,0,0,0,0
25248,,Glyceria maxima,Glyceria maxima,"Flowers, Trees, Shrubs, Ferns;U.S. Invasive Species",other,1,0,0,0,0,0
2888,,Glyptotendipes pallens,Glyptotendipes pallens,Insects/Spiders,other,1,0,0,0,0,0
2201,,Gobiidae,Gobiidae,Fish,fish,1,0,0,0,0,0
56782,,Graphoderus fascicollis,Graphoderus fascicollis,Insects/Spiders,other,1,0,0,0,0,0
19839,,Gyraulus convexiusculus,Gyraulus convexiusculus,Molluscs,other,1,0,0,0,0,0
1566,,Haemopis sanguisuga,Haemopis sanguisuga,Worms,other,1,0,0,0,0,0
1641,,Haliotis cracherodii,Haliotis cracherodii,Molluscs;U.S. Threatened and Endangered Species,other,1,0,0,0,0,0
24578,,Haliotis diversicolor,Haliotis diversicolor,Molluscs,other,1,0,0,0,0,0
5348,,Haliotis fulgens,Haliotis fulgens,Molluscs,other,1,0,0,0,0,0
5165,,Haliotis sp.,Haliotis sp.,Molluscs,other,1,0,0,0,0,0
15997,,Haliotis varia,Haliotis varia,Molluscs,other,1,0,0,0,0,0
1430,,Haliplidae,Haliplidae,Insects/Spiders,other,1,0,0,0,0,0
11603,,Haliplus sp.,Haliplus sp.,Insects/Spiders,other,1,0,0,0,0,0
56586,,Hamiota altilis,Hamiota altilis,Molluscs;U.S. Threatened and Endangered Species,other,1,0,0,0,0,0
799,,Helichus striatus,Helichus striatus,Insects/Spiders,other,1,0,0,0,0,0
783,,Helicopsyche borealis,Helicopsyche borealis,Insects/Spiders,other,1,0,0,0,0,0
11065,,Hemibagrus nemurus,Hemibagrus nemurus,Fish,fish,1,0,0,0,1,0
792,,Heptagenia hebe,Heptagenia hebe,Insects/Spiders,other,1,0,0,0,0,0
56783,,Hesperocorixa atopodonta,Hesperocorixa atopodonta,Insects/Spiders,other,1,0,0,0,0,0
34076,,Heterobranchus bidorsalis,Heterobranchus bidorsalis,Fish,fish,1,0,0,0,0,0
20350,,Heterocapsa sp.,Heterocapsa sp.,Algae,algae,1,0,0,0,0,0
2215,,Hiatella arctica,Hiatella arctica,Molluscs,other,1,0,0,0,0,0
1145,,Holocentropus dubius,Holocentropus dubius,Insects/Spiders,other,1,0,0,0,0,0
11844,,Holosticha kessleri,Holosticha kessleri,Other Invertebrates,other,1,0,0,0,0,0
18592,,Hyale crassicornis,Hyale crassicornis,Crustaceans,crusta,1,0,0,0,0,0
1431,,Hydracarina,Hydracarina,Insects/Spiders,other,1,0,0,0,0,0
2249,,Hydrobia ulvae,Hydrobia ulvae,Molluscs,other,1,0,0,0,0,0
4725,,Hydrobia ventrosa,Hydrobia ventrosa,Molluscs,other,1,0,0,0,0,0
12064,,Hydroida,Hydroida,Other Invertebrates,other,1,0,0,0,0,0
5688,,Hydrozetes lacustris,Hydrozetes lacustris,Insects/Spiders,other,1,0,0,0,0,0
10791,,Hyla cinerea,Hyla cinerea,Amphibians,other,1,0,0,0,0,0
1072,,Hynobius retardatus,Hynobius retardatus,Amphibians,other,1,0,0,0,0,0
5352,,Ilyocryptus sp.,Ilyocryptus sp.,Crustaceans,crusta,1,0,0,0,0,0
789,,Isoperla signata,Isoperla signata,Insects/Spiders,other,1,0,0,0,0,0
47499,,Isthmohyla pseudopuma,Isthmohyla pseudopuma,Amphibians,other,1,0,0,0,0,0
5301,,Keratella quadrata,Keratella quadrata,Other Invertebrates,other,1,0,0,0,0,0
10735,,Kiefferulus sp.,Kiefferulus sp.,Insects/Spiders,other,1,0,0,0,0,0
30919,,Komvophoron minutum,Komvophoron minutum,Algae,algae,1,0,0,0,0,0
1367,,Laccophilus sp.,Laccophilus sp.,Insects/Spiders,other,1,0,0,0,0,0
11062,,Laccotrephes sp.,Laccotrephes sp.,Insects/Spiders,other,1,0,0,0,0,0
16378,,Laeonereis acuta,Laeonereis acuta,Worms,other,1,0,0,0,0,0
1099,,Laminaria saccharina,Laminaria saccharina,Algae;Standard Test Species,algae,1,0,0,0,0,0
48095,,Latonopsis fasciculata,Latonopsis fasciculata,Crustaceans,crusta,1,0,0,0,0,0
50245,,Lecane cornuta,Lecane cornuta,Other Invertebrates,other,1,0,0,0,0,0
43792,,Lekanesphaera rugicauda,Lekanesphaera rugicauda,Crustaceans,crusta,1,0,0,0,0,0
16314,,Lepadella patella,Lepadella patella,Other Invertebrates,other,1,0,0,0,0,0
46384,,Lepeophtheirus mugiloidis,Lepeophtheirus mugiloidis,Crustaceans,crusta,1,0,0,0,0,0
447,,Lepidochitona cinerea,Lepidochitona cinerea,Molluscs,other,1,0,0,0,0,0
2211,,Lepidonotus squamatus,Lepidonotus squamatus,Worms,other,1,0,0,0,0,0
782,,Lepidostoma griseum,Lepidostoma griseum,Insects/Spiders,other,1,0,0,0,0,0
153,,Leptocerus aterrimus,Leptocerus aterrimus,Insects/Spiders,other,1,0,0,0,0,0
53006,,Leptodactylus fuscus,Leptodactylus fuscus,Amphibians,other,1,0,0,0,0,0
795,,Leptophlebia cupida,Leptophlebia cupida,Insects/Spiders,other,1,0,0,0,0,0
10736,,Lestes sp.,Lestes sp.,Insects/Spiders,other,1,0,0,0,0,0
4754,,Lestes unguiculatus,Lestes unguiculatus,Insects/Spiders,other,1,0,0,0,0,0
2117,,Leucorrhinia sp.,Leucorrhinia sp.,Insects/Spiders,other,1,0,0,0,0,0
1285,,Leuctra sp.,Leuctra sp.,Insects/Spiders,other,1,0,0,0,0,0
43999,,Levanderina fissa,Levanderina fissa,Algae,algae,1,0,0,0,0,0
1375,,Libellulidae,Libellulidae,Insects/Spiders,other,1,0,0,0,0,0
1059,,Limnodrilus udekemianus,Limnodrilus udekemianus,Worms,other,1,0,0,0,0,0
4814,,Lithobates blairi,Lithobates blairi,Amphibians,other,1,0,0,0,0,0
5366,,Lithobates clamitans ssp. melanota,Lithobates clamitans ssp. melanota,Amphibians,other,1,0,0,0,0,0
1919,,Littorina obtusata,Littorina obtusata,Molluscs,other,1,0,0,0,0,0
11830,,Loxodes striatus,Loxodes striatus,Other Invertebrates,other,1,0,0,0,0,0
793,,Maccaffertium vicarium,Maccaffertium vicarium,Insects/Spiders,other,1,0,0,0,0,0
20192,,Macrobrachium lamarrei ssp. lamarrei,Macrobrachium lamarrei ssp. lamarrei,Crustaceans,crusta,1,0,0,0,0,0
622,,Macrostemum sp.,Macrostemum sp.,Insects/Spiders,other,1,0,0,0,0,0
734,,Maia squinado,Maia squinado,Crustaceans,crusta,1,0,0,0,0,0
25802,,Mansonia uniformis,Mansonia uniformis,Insects/Spiders,other,1,0,0,0,0,0
41053,,Marilia sp.,Marilia sp.,Insects/Spiders,other,1,0,0,0,0,0
4815,,Mastacembelus pancalus,Mastacembelus pancalus,Fish,fish,1,0,0,0,0,0
34314,,Megalodiscus sp.,Megalodiscus sp.,Worms,other,1,0,0,0,0,0
1563,,Mesostoma ehrenbergii,Mesostoma ehrenbergii,Worms,other,1,0,0,0,0,0
781,,Micrasema rusticum,Micrasema rusticum,Insects/Spiders,other,1,0,0,0,0,0
19428,,Micronecta annae,Micronecta annae,Insects/Spiders,other,1,0,0,0,0,0
17083,,Microthamnion kuetzingianum,Microthamnion kuetzingianum,Algae,algae,1,0,0,0,0,0
2312,,Monoculodes edwardsi,Monoculodes edwardsi,Crustaceans,crusta,1,0,0,0,0,0
20325,,Monodonta lineata,Monodonta lineata,Molluscs,other,1,0,0,0,0,0
17243,,Monoporeia affinis,Monoporeia affinis,Crustaceans,crusta,1,0,0,0,0,0
1362,,Monostyla quadridentata,Monostyla quadridentata,Other Invertebrates,other,1,0,0,0,0,0
4661,,Montastraea annularis,Montastraea annularis,Other Invertebrates,other,1,0,0,0,0,0
4796,,Montastraea cavernosa,Montastraea cavernosa,Other Invertebrates,other,1,0,0,0,0,0
961,,Myriophyllum alterniflorum,Myriophyllum alterniflorum,"Flowers, Trees, Shrubs, Ferns",other,1,0,0,0,0,0
5495,,Mystacides sp.,Mystacides sp.,Insects/Spiders,other,1,0,0,0,0,0
832,,Mytilus sp.,Mytilus sp.,Molluscs,other,1,0,0,0,0,0
59251,,Naegleria lovaniensis,Naegleria lovaniensis,Other Invertebrates,other,1,0,0,0,0,0
44202,,Nassarius dorsatus,Nassarius dorsatus,Molluscs,other,1,0,0,0,0,0
59637,,Nassula variabilis,Nassula variabilis,Other Invertebrates,other,1,0,0,0,0,0
40909,,Navicula lanceolata,Navicula lanceolata,Algae,algae,1,0,0,0,0,0
1621,,Nectopsyche albida,Nectopsyche albida,Insects/Spiders,other,1,0,0,0,0,0
788,,Nemoura trispinosa,Nemoura trispinosa,Insects/Spiders,other,1,0,0,0,0,0
2873,,Neosilurus sp.,Neosilurus sp.,Fish,fish,1,0,0,0,0,0
2084,,Neotrigonia margaritacea,Neotrigonia margaritacea,Molluscs,other,1,0,0,0,0,0
394,,Nereis glandicincta,Nereis glandicincta,Worms,other,1,0,0,0,0,0
18394,,Neurocordulia virginiensis,Neurocordulia virginiensis,Insects/Spiders,other,1,0,0,0,0,0
1084,,Nitzschia minutula,Nitzschia minutula,Algae,algae,1,0,0,0,0,0
65149,,Nostoc minutum,Nostoc minutum,Algae,algae,1,0,0,0,0,0
1149,,Notonecta unifasciata,Notonecta unifasciata,Insects/Spiders,other,1,0,0,0,0,0
704,,Notophthalmus viridescens,Notophthalmus viridescens,Amphibians,other,1,0,0,0,0,0
2635,,Notostraca,Notostraca,Crustaceans,crusta,1,0,0,0,0,0
42927,,Octopus bimaculoides,Octopus bimaculoides,Molluscs,other,1,0,0,0,0,0
42910,,Octopus joubini,Octopus joubini,Molluscs,other,1,0,0,0,0,0
42911,,Octopus maya,Octopus maya,Molluscs,other,1,0,0,0,0,0
11027,,Octopus pallidus,Octopus pallidus,Molluscs,other,1,0,0,0,0,0
412,,Oedogonium cardiacum,Oedogonium cardiacum,Algae,algae,1,0,0,0,1,0
46994,,Oikopleura dioica,Oikopleura dioica,Other Invertebrates,other,1,0,0,0,0,0
11934,,Oncomelania quadrasi,Oncomelania quadrasi,Molluscs,other,1,0,0,0,0,0
2547,2547:11660,Oncorhynchus gilae,Oncorhynchus gilae,Fish;U.S. Threatened and Endangered Species,fish,1,0,0,0,1,1
5780,90:5780,Oncorhynchus nerka ssp. kennerlyi,Oncorhynchus nerka ssp. kennerlyi,Fish,fish,1,0,0,0,0,0
1572,,Ophiothrix spiculata,Ophiothrix spiculata,Other Invertebrates,other,1,0,0,0,0,0
1039,,Pachymetopon blochii,Pachymetopon blochii,Fish,fish,1,0,0,0,1,0
16550,,Palaemon serenus,Palaemon serenus,Crustaceans,crusta,1,0,0,0,0,0
34553,20372:34553,Panulirus homarus ssp. homarus,Panulirus homarus ssp. homarus,Crustaceans,crusta,1,0,0,0,0,0
2388,,Paraleptophlebia praepedita,Paraleptophlebia praepedita,Insects/Spiders,other,1,0,0,0,0,0
1061,,Paraleptophlebia submarginata,Paraleptophlebia submarginata,Insects/Spiders,other,1,0,0,0,0,0
1045,,Paramecium putrinum,Paramecium putrinum,Other Invertebrates,other,1,0,0,0,0,0
4694,,Paramecium tetraurelia,Paramecium tetraurelia,Other Invertebrates,other,1,0,0,0,0,0
16365,,Paramoera walkeri,Paramoera walkeri,Crustaceans,crusta,1,0,0,0,0,0
53256,,Paratanytarsus dissimilis,Paratanytarsus dissimilis,Insects/Spiders,other,1,0,0,0,0,0
145,,Parhyale hawaiensis,Parhyale hawaiensis,Crustaceans,crusta,1,0,0,0,1,0
2154,,Patella vulgata,Patella vulgata,Molluscs,other,1,0,0,0,0,0
990,,Pecten maximus,Pecten maximus,Molluscs,other,1,0,0,0,0,0
623,,Pedicia sp.,Pedicia sp.,Insects/Spiders,other,1,0,0,0,0,0
527,,Penaeus kerathurus,Penaeus kerathurus,Crustaceans,crusta,1,0,0,0,0,0
17584,,Periophthalmodon schlosseri,Periophthalmodon schlosseri,Fish,fish,1,0,0,0,1,0
785,,Perlesta placida,Perlesta placida,Insects/Spiders,other,1,0,0,0,0,0
443,,Phialidium sp.,Phialidium sp.,Other Invertebrates,other,1,0,0,0,0,0
17090,,Phormidium jenkelianum,Phormidium jenkelianum,Algae,algae,1,0,0,0,0,0
17089,,Phormidium molle,Phormidium molle,Algae,algae,1,0,0,0,0,0
52467,,Physalaemus albonotatus,Physalaemus albonotatus,Amphibians,other,1,0,0,0,0,0
56265,,Physalaemus gracilis,Physalaemus gracilis,Amphibians,other,1,0,0,0,0,0
53007,,Physalaemus nattereri,Physalaemus nattereri,Amphibians,other,1,0,0,0,0,0
32091,,Physalaemus santafecinus,Physalaemus santafecinus,Amphibians,other,1,0,0,0,0,0
10313,,Physella hendersoni,Physella hendersoni,Molluscs,other,1,0,0,0,0,0
9848,,Pimelodidae,Pimelodidae,Fish,fish,1,0,0,0,0,0
10320,,Planorbella duryi,Planorbella duryi,Molluscs,other,1,0,0,0,0,0
17571,,Plathemis lydia,Plathemis lydia,Insects/Spiders,other,1,0,0,0,0,0
1775,,Plectomerus sp.,Plectomerus sp.,Molluscs,other,1,0,0,0,0,0
17088,,Plectonema radiosum,Plectonema radiosum,Algae,algae,1,0,0,0,0,0
442,,Pleurobrachia pileus,Pleurobrachia pileus,Other Invertebrates,other,1,0,0,0,0,0
10895,,Pleuroceridae,Pleuroceridae,Molluscs,other,1,0,0,0,0,0
2721,,Pleuroxus sp.,Pleuroxus sp.,Crustaceans,crusta,1,0,0,0,0,0
1136,,Poecilia sphenops,Poecilia sphenops,Fish,fish,1,0,0,0,0,0
59436,,Poecilus cupreus,Poecilus cupreus,Insects/Spiders,other,1,0,0,0,0,0
5675,,Polinices sordidus,Polinices sordidus,Molluscs,other,1,0,0,0,0,0
2206,,Polydora sp.,Polydora sp.,Worms,other,1,0,0,0,0,0
17226,,Pomacea patula,Pomacea patula,Molluscs,other,1,0,0,0,0,0
516,,Pontoporeia affinis,Pontoporeia affinis,Crustaceans,crusta,1,0,0,0,0,0
43651,,Porites divaricata,Porites divaricata,Other Invertebrates,other,1,0,0,0,0,0
1324,,Potamogeton nodosus,Potamogeton nodosus,"Flowers, Trees, Shrubs, Ferns",other,1,0,0,0,0,0
20359,,Prasinococcus sp.,Prasinococcus sp.,Algae,algae,1,0,0,0,0,0
5311,,Pristina longiseta,Pristina longiseta,Worms,other,1,0,0,0,0,0
20708,,Proasellus sp.,Proasellus sp.,Crustaceans,crusta,1,0,0,0,0,0
6060,406:6060,Procambarus acutus,Procambarus acutus,Crustaceans,crusta,1,0,0,0,1,0
452,,Procambarus alleni,Procambarus alleni,Crustaceans,crusta,1,0,0,0,0,0
44264,,Procambarus fallax f. virginalis,Procambarus fallax f. virginalis,Crustaceans,crusta,1,0,0,0,0,0
